"caption","ownerFullName","ownerUsername","url","commentsCount","firstComment","likesCount","timestamp","queryTag","hashtags/0","hashtags/1","hashtags/2","hashtags/3","hashtags/4","hashtags/5","hashtags/6","hashtags/7","hashtags/8","hashtags/9","hashtags/10","hashtags/11","hashtags/12","hashtags/13","hashtags/14","hashtags/15","hashtags/16","hashtags/17","hashtags/18","hashtags/19","hashtags/20","hashtags/21","hashtags/22","hashtags/23","hashtags/24","hashtags/25","hashtags/26"
"23💙⚜️ #paderborn #baker #23thbirthday #bluegold #explorepage✨","🎂","cherie.cakery_","https://www.instagram.com/p/DW9sZ8BjTlW/","3","","-1","2026-04-10T20:07:03.000Z",,"paderborn","baker","23thbirthday","bluegold","explorepage✨",,,,,,,,,,,,,,,,,,,,,,
"Happy Birthday to my first blessing! 🎁🎂🎈🎊Im so grateful for another year of your life anak! You are love more than words can say.. alam mo nmn un😍🥰❤️ just savor your day!🥳🥰Ganda mo mana ka sa 'kin! Hehe🥰❤️
#23thbirthday 
#ThankYouLord 
#followers 
#everyone 
#friends","Melva Carreon","mhelle_carreon","https://www.instagram.com/p/DW767XRlDUe/","1","","2","2026-04-10T03:35:28.000Z",,"23thbirthday","ThankYouLord","followers","everyone","friends",,,,,,,,,,,,,,,,,,,,,,
"Happy Birthday to me! 🎂💖

#birthdaygirl #happybirthday #23thbirthday #love #barcelona","Viola 🤍","simply.violaa","https://www.instagram.com/p/DWy5U7HjO9h/","0","","14","2026-04-06T15:31:49.000Z",,"birthdaygirl","happybirthday","23thbirthday","love","barcelona",,,,,,,,,,,,,,,,,,,,,,
"#23thbirthday 🤍🤍","🥰 Ew'r Rony 🖤","your_rony1","https://www.instagram.com/p/DWqjHk1gcql/","22","","71","2026-04-03T09:40:20.000Z",,"23thbirthday",,,,,,,,,,,,,,,,,,,,,,,,,,
"#23 #23thbirthday #cake #suprisebirthday #giftideas","Home cake zürich","home_cake_zuerich_","https://www.instagram.com/p/DWqQyyUjFsP/","0","","12","2026-04-03T07:00:13.000Z",,"23","23thbirthday","cake","suprisebirthday","giftideas",,,,,,,,,,,,,,,,,,,,,,
"","Home cake zürich","home_cake_zuerich_","https://www.instagram.com/p/DWqQorBDPmn/","0","",,"2026-04-03T07:00:12.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Your go-to for beautiful kurtha 🤍
Simple, stylish & comfortable piece
DM for orders
#kurtha #kurthaset♥️ #kurthaset #kurthanepal","The Kurtha Closet🤍","vastraandclo","https://www.instagram.com/p/DXVw5H2EY4d/","0","","5","2026-04-20T04:28:02.000Z",,"kurtha","kurthaset♥️","kurthaset","kurthanepal",,,,,,,,,,,,,,,,,,,,,,,
"Ware and shine ✨✨#kurtha #kurthanepal","Sibi_kurtha","sibi_kurtha","https://www.instagram.com/p/DXRmbr_kyRH/","0","","3","2026-04-18T13:41:12.000Z",,"kurtha","kurthanepal",,,,,,,,,,,,,,,,,,,,,,,,,
"Comfy summer essential - breathable cotton kurtha set✨#kurthanepal #nepalifashion #deliveryallovernepal #viral #trend","SubhCollection","subhcollectionn","https://www.instagram.com/p/DXI25nfDOaC/","0","","2","2026-04-15T04:10:25.000Z",,"kurthanepal","nepalifashion","deliveryallovernepal","viral","trend",,,,,,,,,,,,,,,,,,,,,,
"#anarkali #nepalionlinestore #trend #kurthanepal","SubhCollection","subhcollectionn","https://www.instagram.com/p/DXHjLOqD5LV/","0","","0","2026-04-14T15:58:49.000Z",,"anarkali","nepalionlinestore","trend","kurthanepal",,,,,,,,,,,,,,,,,,,,,,,
"POV: you love kurthis ✨
#kurti #smallbusinessnepal🇳🇵 #kurthaset♥️ #kurthanepal #kurtis","Femmora","femmora.np_","https://www.instagram.com/p/DWmAyijCXA7/","1","","12","2026-04-01T15:23:24.000Z",,"kurti","smallbusinessnepal🇳🇵","kurthaset♥️","kurthanepal","kurtis",,,,,,,,,,,,,,,,,,,,,,
"","Femmora","femmora.np_","https://www.instagram.com/p/DWmAhw4CceI/","0","",,"2026-04-01T15:23:23.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The Kurtha Club ✨
Hello! Thank you for loving our Kurtha. 👗
🧵 Fabric:Cotton/Mulmul
📏 Sizes Available: S, M, L, XL, XXL
🚚 Delivery: Inside valley 
How to Order?
Please send us your Size, Location, and Phone Number to confirm! 🛍️

#TheKurthaClub #KurthaNepal #ChikankariLove #","The kurtha club","thekurtha07","https://www.instagram.com/p/DV-hGUDkziZ/","0","","-1","2026-03-17T07:16:06.000Z",,"TheKurthaClub","KurthaNepal","ChikankariLove",,,,,,,,,,,,,,,,,,,,,,,,
"","The kurtha club","thekurtha07","https://www.instagram.com/p/DV-gTmDk2-P/","0","",,"2026-03-17T07:16:05.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shop summer’s favorite colors in this breathable straight kurta, now at 40% off 🌸🦋

#kurthanepal #ethnicwearnepal #kurtinepal #bluekurti #pinkkurti 

(Kurtha, kurti top, kurtha top, kurta, blue kurti, pink kurti, blue kurta, pink kurta, Nepali ethnic wear, kurti look, kurta look, desi fit, explore page, for you page, cotton kurtha, Pinterest)","BIBA Kathmandu","biba_kathmandu","https://www.instagram.com/p/DVDS7zNE-7R/","0","","10","2026-02-22T07:20:24.000Z",,"kurthanepal","ethnicwearnepal","kurtinepal","bluekurti","pinkkurti",,,,,,,,,,,,,,,,,,,,,,
"PREMIUM LUXURY FANCY  SUMMER  COLLECTION 🪷
 BY 
🔥 *KAILEE FASHION* 🔥
Lunched new catlouge

👗*ROMA*👗 
Fabric: * PURE  COTTON + WEAVING SELF SHIFHALI COTTON *
 - Designer  style 👗
 🔺TOP:- *PURE COTTON*
WORK:- 
* *DESGINER FANCY THERD +  HA D work + work + kantha work +Accessory WoRK*

🔺BOTTOM  PANT : - * PURE COTTON + laces  Laces 
🔺Pant *FANCY BOTTM PURE  Cotton *
🔺DUPPTA :- * PURE TABY PRINTS + fancy  work *
Fully stiched Kurtis & pant & Duppta 
🔺*3psc *

Size: *M L, XL, 2XL 3XL *

Delivery all over Nepal #saanjhasringaar #kurthanepal #premiumqualitysuit #explorepage✨ #fyp","Saanjha Sringaar🪷🧿","saanjha_sringaar","https://www.instagram.com/p/DUoSTHnEyyv/","0","","2","2026-02-11T19:32:06.000Z",,"saanjhasringaar","kurthanepal","premiumqualitysuit","explorepage✨","fyp",,,,,,,,,,,,,,,,,,,,,,
"PREMIUM LUXURY FANCY  SUMMER  COLLECTION 🪷
 BY 
🔥 *KAILEE FASHION* 🔥
Lunched new catlouge

👗*ROMA*👗 
Fabric: * PURE  COTTON + WEAVING SELF SHIFHALI COTTON *
 - Designer  style 👗
 🔺TOP:- *PURE COTTON*
WORK:- 
* *DESGINER FANCY THERD +  HA D work + work + kantha work +Accessory WoRK*

🔺BOTTOM  PANT : - * PURE COTTON + laces  Laces 
🔺Pant *FANCY BOTTM PURE  Cotton *
🔺DUPPTA :- * PURE TABY PRINTS + fancy  work *
Fully stiched Kurtis & pant & Duppta 
🔺*3psc *

Size: *M L, XL, 2XL 3XL *

Delivery all over Nepal #saanjhasringaar #kurthanepal #premiumqualitysuit #explorepage✨ #fyp","Saanjha Sringaar🪷🧿","saanjha_sringaar","https://www.instagram.com/p/DUoSNBakxcF/","0","","2","2026-02-11T19:31:16.000Z",,"saanjhasringaar","kurthanepal","premiumqualitysuit","explorepage✨","fyp",,,,,,,,,,,,,,,,,,,,,,
"PREMIUM LUXURY FANCY  SUMMER  COLLECTION 🪷
 BY 
🔥 *KAILEE FASHION* 🔥
Lunched new catlouge

👗*ROMA*👗 
Fabric: * PURE  COTTON + WEAVING SELF SHIFHALI COTTON *
 - Designer  style 👗
 🔺TOP:- *PURE COTTON*
WORK:- 
* *DESGINER FANCY THERD +  HA D work + work + kantha work +Accessory WoRK*

🔺BOTTOM  PANT : - * PURE COTTON + laces  Laces 
🔺Pant *FANCY BOTTM PURE  Cotton *
🔺DUPPTA :- * PURE TABY PRINTS + fancy  work *
Fully stiched Kurtis & pant & Duppta 
🔺*3psc *

Size: *M L, XL, 2XL 3XL *

Delivery all over Nepal #saanjhasringaar #kurthanepal #premiumqualitysuit #explorepage✨ #fyp","Saanjha Sringaar🪷🧿","saanjha_sringaar","https://www.instagram.com/p/DUoSFbYk7go/","0","","6","2026-02-11T19:30:14.000Z",,"saanjhasringaar","kurthanepal","premiumqualitysuit","explorepage✨","fyp",,,,,,,,,,,,,,,,,,,,,,
"PREMIUM LUXURY FANCY  SUMMER  COLLECTION 🪷
 BY 
🔥 *KAILEE FASHION* 🔥
Lunched new catlouge

👗*ROMA*👗 
Fabric: * PURE  COTTON + WEAVING SELF SHIFHALI COTTON *
 - Designer  style 👗
 🔺TOP:- *PURE COTTON*
WORK:- 
* *DESGINER FANCY THERD +  HA D work + work + kantha work +Accessory WoRK*

🔺BOTTOM  PANT : - * PURE COTTON + laces  Laces 
🔺Pant *FANCY BOTTM PURE  Cotton *
🔺DUPPTA :- * PURE TABY PRINTS + fancy  work *
Fully stiched Kurtis & pant & Duppta 
🔺*3psc *

Size: *M L, XL, 2XL 3XL *

Delivery all over Nepal #saanjhasringaar #kurthanepal #premiumqualitysuit #explorepage✨ #fyp","Saanjha Sringaar🪷🧿","saanjha_sringaar","https://www.instagram.com/p/DUoSBOWkzWl/","0","","3","2026-02-11T19:29:39.000Z",,"saanjhasringaar","kurthanepal","premiumqualitysuit","explorepage✨","fyp",,,,,,,,,,,,,,,,,,,,,,
"PREMIUM LUXURY FANCY  SUMMER  COLLECTION 🪷
 BY 
🔥 *KAILEE FASHION* 🔥
Lunched new catlouge

👗*ROMA*👗 
Fabric: * PURE  COTTON + WEAVING SELF SHIFHALI COTTON *
 - Designer  style 👗
 🔺TOP:- *PURE COTTON*
WORK:- 
* *DESGINER FANCY THERD +  HA D work + work + kantha work +Accessory WoRK*

🔺BOTTOM  PANT : - * PURE COTTON + laces  Laces 
🔺Pant *FANCY BOTTM PURE  Cotton *
🔺DUPPTA :- * PURE TABY PRINTS + fancy  work *
Fully stiched Kurtis & pant & Duppta 
🔺*3psc *

Size: *M L, XL, 2XL 3XL *

Delivery all over Nepal #saanjhasringaar #kurthanepal #premiumqualitysuit #explorepage✨ #fyp","Saanjha Sringaar🪷🧿","saanjha_sringaar","https://www.instagram.com/p/DUoRzDTE9iV/","0","","3","2026-02-11T19:27:43.000Z",,"saanjhasringaar","kurthanepal","premiumqualitysuit","explorepage✨","fyp",,,,,,,,,,,,,,,,,,,,,,
"👑 *LADY LEELA* 👑 

———*_GULMOHAR_*———. 🦢
 
*TOP*👗 - Designer Embriodery & Handwork on Viscose Silk fabric Kurti with Exclusive both side Pocket Pattern. 

*BOTTOM*👖 - Pure Viscose Silk Pants with work

*DUPATTA* 🏳️‍🌈 - Exclusive Digital print on organza fabric with tassels

SIZES - *M, L, XL, XXL, 3XL*

*NOTE*- 
⭕️ Pure Cotton Inner inside Top
 #saanjhasringaar #kurthanepal #premiumqualitysuit #ethnicwearnepal #fyp","Saanjha Sringaar🪷🧿","saanjha_sringaar","https://www.instagram.com/p/DURBxHfE8ia/","0","","0","2026-02-02T18:45:07.000Z",,"saanjhasringaar","kurthanepal","premiumqualitysuit","ethnicwearnepal","fyp",,,,,,,,,,,,,,,,,,,,,,
"24 already🎂
Allhamdullilah for another year✨
Goodbye 23 learned a lot from you 🥂

#youngeryou #mileycyrus #24thbirthday #newyear #newchapter 
Happy birthday - 24 years - growing - learning - love - life - rollercoaster ride- happy - grateful","Eman Asghar","itsemanasghar","https://www.instagram.com/p/DXouDyNjTKN/","0","","2","2026-04-27T13:08:54.000Z",,"youngeryou","mileycyrus","24thbirthday","newyear","newchapter",,,,,,,,,,,,,,,,,,,,,,
"Twenty-Four Years of Wisdom: 

To my newborn self, just breathe and know you are already a miracle. 🕊️ At one, your curiosity is a superpower that will help you survive. 🎈 For age two, keep reaching for the things that make you feel small moments of joy. 🧸 At three, your voice matters even when it feels like no one is listening. 📣 For four-year-old me, it is okay to hide in your imagination when the world gets too loud. 🎨 At five, you are not responsible for the big people’s feelings around you. 🛡️ For age six, keep your heart soft even when things feel hard. 🌸 At seven, your sensitive soul is a gift, not a burden. 💎 For eight-year-old me, you are allowed to take up space in this world. 🌍 At nine, find the stories and poems that make you feel less alone. 📖 For age ten, you are so much braver than you realize. 🦁 At eleven, trust your gut when it tells you something isn’t right. 🧩 For twelve-year-old me, you don’t have to earn love; you deserve it just for existing. 💝 At thirteen, this awkwardness is just the beginning of a beautiful unfolding. ✨ For fourteen, it’s okay to be angry about what you’ve had to endure. 🔥 At fifteen, hold on to your dreams of a different life because they are coming true. 🌠 For sixteen-year-old me, you are finding your own path, and that is terrifying and wonderful. 🛣️ At seventeen, you are almost at the finish line of a very long race. 🏁 For eighteen, welcome to the first day of the rest of your life as your own person. 🎓 At nineteen, it’s okay to change your mind and start over as many times as you need. 🔄 For twenty-year-old me, healing is not a straight line, so be patient with your heart. 📈 At twenty-one, find the people who see your light and cherish it. 👯 For twenty-two, your career as a caregiver is proof of the immense love you have to give. 🎗️ At twenty-three, prioritize your peace above everything else. 🕯️ And now, at twenty-four, I look in the mirror and see a survivor who is finally learning how to thrive. 🎂🌈

•

•

•

•

•

#24thBirthday #InnerChildHealing #Resilience #HealingJourney #SelfAdvice","Zoe Mae","tomorrowneedsyou_stay","https://www.instagram.com/p/DXopjEeAE1j/","2","","-1","2026-04-27T12:29:26.000Z",,"24thBirthday","InnerChildHealing","Resilience","HealingJourney","SelfAdvice",,,,,,,,,,,,,,,,,,,,,,
"Its my day to shine✨️
#24thbirthday 🎂🎈
@theritzcarltonpune 🥂","Arti Chhajed","arti_chhajed26","https://www.instagram.com/p/DXooUlejz0g/","0","","60","2026-04-27T12:18:43.000Z",,"24thbirthday",,,,,,,,,,,,,,,,,,,,,,,,,,
"24 and counting ✨💗
.
.
#instagram #2002 #24thbirthday","MON","miss_deb_25","https://www.instagram.com/p/DXoYbNNkveH/","0","","-1","2026-04-27T09:59:49.000Z",,"instagram","2002","24thbirthday",,,,,,,,,,,,,,,,,,,,,,,,
"Manuia oulua gai o’u uso masaga Upualofa MatofaiVaiau Monchie❤️😘Faamanuia Lē Atua i galuega faapea le fatu aiga tausi ia oulua gai o’u uso. Pau a lē mea  ia lua usika’i ā mea Ou ke fai āku āi😂. LOVE YOU BOTH SO MUCH 😘 #UPUMONI
#UPUALOFA #24thbirthday","Fiatamalii Vaiau","vaiaufiatamalii","https://www.instagram.com/p/DXnjGksn7cu/","0","","0","2026-04-27T02:13:52.000Z",,"UPUMONI","UPUALOFA","24thbirthday",,,,,,,,,,,,,,,,,,,,,,,,
"Hello 24! ✨ Growing older, but hopefully not growing up too fast. Still finding joy in the simple things. 💖🎂🐻🌟

──★ ‧₊˚💡𝐄𝐝𝐢𝐭 𝐛𝐲 : @2p.ptrx_ 🖍️🫟 𖦹 ⋆｡✩ 

#24thbirthday #zepeto #zepetoedit #zepetophoto zepetomodel zepetogram zepetothailand zepetoedito","𝐙ᴏ𝖓𝟿𝗣🅞ʀ °‧★","2p.ptrx_","https://www.instagram.com/p/DXnWpktkm5O/","3","","17","2026-04-27T00:25:03.000Z",,"24thbirthday","zepeto","zepetoedit","zepetophoto",,,,,,,,,,,,,,,,,,,,,,,
"24 hours 24 candles🎂 #24thbirthday","","ashlynnomg","https://www.instagram.com/p/DXnPtLeDE29/","9","","-1","2026-04-26T23:24:23.000Z",,"24thbirthday",,,,,,,,,,,,,,,,,,,,,,,,,,
"I've been saving my heart from the ""Fate of Ophelia"" since 24 years.

#bdaygirl #24thbirthday #taurusseason #taurusqueen","Madhurima Modak","darker_shade_of_brightness","https://www.instagram.com/p/DXmrfKsE7Lz/","2","","12","2026-04-26T18:07:54.000Z",,"bdaygirl","24thbirthday","taurusseason","taurusqueen",,,,,,,,,,,,,,,,,,,,,,,
"Incase y’all forgot which day it was✨💁🏼‍♀️ 

#24thbirthday","Vaishnavi Janardan Ambekar","vivie_7171","https://www.instagram.com/p/DXmoq0RDHk3/","34","","164","2026-04-26T17:43:16.000Z",,"24thbirthday",,,,,,,,,,,,,,,,,,,,,,,,,,
"Just a birthday girl in Disney🪄 💕✨ #waltdisneyworld #24thbirthday","Shayna Williams","shayna_williams26","https://www.instagram.com/p/DXl_QoXlaKy/","2","","40","2026-04-26T11:41:26.000Z",,"waltdisneyworld","24thbirthday",,,,,,,,,,,,,,,,,,,,,,,,,
"A little late to the feed, but officially leveled up to 24 with my twin. 🎂✨ April 23rd came and went, but the art remains.

#Art #DigitalArt #TwinBirthday #24thBirthday #Illustration #ArtistOnTwitter #24th #Drawing","AnisYDJ ArinLGK","anisydj_arinlgk","https://www.instagram.com/p/DXl2Q_yk_6F/","2","","8","2026-04-26T10:22:50.000Z",,"Art","DigitalArt","TwinBirthday","24thBirthday","Illustration","ArtistOnTwitter","24th","Drawing",,,,,,,,,,,,,,,,,,,
"Stepped into 24 with the blessings of Lord Venkateswara (14-04-2026) \!/🙏🫶🙇‍♂️✨

Waited almost 3 years to visit తిరుమల…
and it finally happened on my 24th birthday 🎂🙏
A day filled with prayers, peace,
and divine blessings of శ్రీ వెంకటేశ్వరా 🕉️✨

Heartfelt thanks to @ncbn.official garu & @naralokesh anna for the VIP Break Darshan letter 🙏

Experienced one of the most extraordinary darshans of my life — truly divine & unforgettable ✨💛

ఓం నమో వేంకటేశాయ 🙇‍♂️🙏✨

#Tirumala #24thBirthday #VIPDarshan #BeginningBreakDarshan
#Govinda 

Tirupati ⛰️🏞️
LordVenkateswara
OmNamoVenkatesaya ✨","𝐿𝑜ℎ𝑖𝑡 𝐶ℎ𝑜𝑤𝑑𝑎𝑟𝑦 💙","_lohit_kavuru_","https://www.instagram.com/p/DXl1ftZjJhJ/","4","","171","2026-04-26T10:16:07.000Z",,"Tirumala","24thBirthday","VIPDarshan","BeginningBreakDarshan","Govinda",,,,,,,,,,,,,,,,,,,,,,
"24th feels like a fairytale🧚🏻‍♀️🧿
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#birthdaycelebration #24thbirthday #instagram #bestbirthday #viral","Jy Õ Tî","_jyoti___22","https://www.instagram.com/p/DXli3boifPH/","5","","-1","2026-04-26T07:33:19.000Z",,"birthdaycelebration","24thbirthday","instagram","bestbirthday","viral",,,,,,,,,,,,,,,,,,,,,,
"Hello 24🥂🤍🔮
.
22/04/2026
Feeling like Princesss 💘💭🔮⚫ufffff its dreammyyyy.......

#24thbirthday #newyearnewchapter #sukanya #mybirthday🎂","🖤¢ℓαηуα🤍","sukanyakurbar.0722","https://www.instagram.com/p/DXlUJd0jOCC/","6","","45","2026-04-26T05:24:43.000Z",,"24thbirthday","newyearnewchapter","sukanya","mybirthday🎂",,,,,,,,,,,,,,,,,,,,,,,
"And with that, I’ll take another 24 and pass it on 🤍

#northcoastbc #nisgaa #24thbirthday #twospirit","TjdBarton","jt2spirit","https://www.instagram.com/p/DXlS2LSlerP/","0","","11","2026-04-26T05:13:21.000Z",,"northcoastbc","nisgaa","24thbirthday","twospirit",,,,,,,,,,,,,,,,,,,,,,,
"Celebrating 24 with the ones who matter most 🥂
swipe to see the weekend party unfold 🥂

24th birthday dinner with family 🤍✨ feeling grateful, loved, and surrounded by my forever people. simple moments, good food, and the kind of happiness that stays 🥂 #birthdayvibes #gratitude

#24thbirthday #birthdaygirl #birthdaydinner familytime gratefulheart birthdaycelebration delhidiaries indiangirl lifestyleblogger birthdaymoments goodvibesonly celebrationmode instagood instadaily loveandlight familylove birthdaynight aestheticvibes reelitfeelit fypシ explorepage exploremore trendingreels viralreels reflectionofyou","Anushka Singh🖤","anushka_singh2401","https://www.instagram.com/p/DXkLf8jjev1/","2","","-1","2026-04-25T18:49:54.000Z",,"birthdayvibes","gratitude","24thbirthday","birthdaygirl","birthdaydinner",,,,,,,,,,,,,,,,,,,,,,
"If you’re going to share a birthday with your bestie, you might as well get two cakes, right?! 
These two 6” heart cakes were the perfect order for a pair of besties that share a birthday! I love how each are unique to their style 💌 Thank you for ordering, Amy! 
-
#orlandocakedecorator #orlandosmallbusiness #heartcake #24thbirthday #explorepage","Layers by Lex | Lexi Alvarez","layersbylexx","https://www.instagram.com/p/DXkJhjREV8U/","2","","44","2026-04-25T18:32:39.000Z",,"orlandocakedecorator","orlandosmallbusiness","heartcake","24thbirthday","explorepage",,,,,,,,,,,,,,,,,,,,,,
"✨24✨

spending the day with my boys & soaking in everything that brings me the most joy. 💛🪴🌿

#24thbirthday","Mel Kluck","melllkluck","https://www.instagram.com/p/DXkBeI6DgjZ/","5","","-1","2026-04-25T17:22:23.000Z",,"24thbirthday",,,,,,,,,,,,,,,,,,,,,,,,,,
"I'm 24!! 🎂🎉 #birthday #24thbirthday #birthdayvacation #vacation","Annah","annah_shields","https://www.instagram.com/p/DXj8mtOFjYH/","2","","11","2026-04-25T16:39:45.000Z",,"birthday","24thbirthday","birthdayvacation","vacation",,,,,,,,,,,,,,,,,,,,,,,
"love how everyone knows my love languages so wellll!!!!!!!💕🤍
.
.
.
.
.
.
.
.
( birthday , 24 , birthday wishes , birthday cake , decor , another year , birthday outfit , fits , gifts , blessings , friends , family, flowers ) 
#birthday #24thbirthday #birthdaydinner #explore","vedika agarwal","clumsierthanyou_","https://www.instagram.com/p/DXjsIGMEXw6/","6","","89","2026-04-25T14:15:46.000Z",,"birthday","24thbirthday","birthdaydinner","explore",,,,,,,,,,,,,,,,,,,,,,,
"✨ Fresh & Stylish Cotton Kurtisets Are Here! ✨

Ladies of Nepal, elevate your everyday style with our ready-to-wear stitched cotton Kurtisets – soft, comfortable, and perfect for all occasions! 💖

🛍 Available at Shri Krishna Fashion Collection, Baglung
💃 Sizes: M to 2XL – something for everyone!

Come pick your favorite design and add a pop of color to your wardrobe! 🌸

#ShriKrishnaFashion #CottonKurtiset #NepaliWomenFashion #BaglungShopping #FashionForAll","Shri Krishna FashionCollection","shrikrishnafashioncollections","https://www.instagram.com/p/DUIue12jctA/","0","","0","2026-01-30T13:22:40.000Z",,"ShriKrishnaFashion","CottonKurtiset","NepaliWomenFashion","BaglungShopping","FashionForAll",,,,,,,,,,,,,,,,,,,,,,
"𝐂𝐞𝐥𝐞𝐛𝐫𝐚𝐭𝐞 𝐭𝐫𝐚𝐝𝐢𝐭𝐢𝐨𝐧 𝐰𝐢𝐭𝐡 𝐞𝐥𝐞𝐠𝐚𝐧𝐜𝐞 🙌💙
Our 𝐂𝐨𝐭𝐭𝐨𝐧 𝐒𝐭𝐫𝐢𝐩𝐞𝐝 𝐓𝐚𝐦𝐚𝐧𝐠 𝐖𝐫𝐚𝐩𝐩𝐞𝐫 (𝐖𝐨𝐦𝐞𝐧’𝐬 𝐏𝐡𝐚𝐫𝐢𝐲𝐚) brings the timeless beauty of Nepali Tamang culture into your everyday wardrobe. Handcrafted, comfortable, and made from premium cotton—perfect for festivals, special occasions, or daily wear.

✨𝐄𝐱𝐩𝐥𝐨𝐫𝐞 𝐚𝐧𝐝 𝐬𝐡𝐨𝐩 𝐭𝐡𝐢𝐬 𝐥𝐚𝐭𝐞𝐬𝐭 𝐚𝐫𝐫𝐢𝐯𝐚𝐥 𝐚𝐭 𝐛𝐡𝐮𝐭𝐢𝐛
👉 𝐕𝐢𝐬𝐢𝐭: 𝐡𝐭𝐭𝐩𝐬://𝐛𝐡𝐮𝐭𝐢𝐛.𝐜𝐨𝐦/

Tap the link & bring home authentic heritage fashion today! 💫

#TamangPhariya #TamangDress #NepaliTraditionalWear #Bhutib #NepaliFashion #EthnicWearNepal #HandwovenFashion #NepaliCulture #TraditionalStyle #NepaliWomenFashion #ShopNepaliBrands #EthnicOutfit #HandcraftedNepal #CulturalFashion #HeritageFashion #AuthenticNepaliWear #PhariyaStyle","BHUTIB","bhutibofficial","https://www.instagram.com/p/DTI3zBnki6h/","0","","2","2026-01-05T18:12:40.000Z",,"TamangPhariya","TamangDress","NepaliTraditionalWear","Bhutib","NepaliFashion","EthnicWearNepal","HandwovenFashion","NepaliCulture","TraditionalStyle","NepaliWomenFashion","ShopNepaliBrands","EthnicOutfit","HandcraftedNepal","CulturalFashion","HeritageFashion","AuthenticNepaliWear","PhariyaStyle",,,,,,,,,,
"Elegance that speaks of tradition and grace 💛
This 𝐍𝐞𝐩𝐚𝐥𝐢 𝐄𝐦𝐛𝐫𝐨𝐢𝐝𝐞𝐫𝐞𝐝 𝐕𝐞𝐥𝐯𝐞𝐭 𝐌𝐚𝐧𝐝𝐚𝐫𝐢𝐧-𝐂𝐨𝐥𝐥𝐚𝐫 𝐁𝐥𝐨𝐮𝐬𝐞 𝐰𝐢𝐭𝐡 𝐆𝐨𝐥𝐝 𝐏𝐢𝐩𝐢𝐧𝐠 is where timeless craftsmanship meets modern charm. Perfect for festive moments or elegant gatherings — it’s all about feeling confident, classy, and connected to your roots.

🖤 Made with premium velvet
🌼 Hand-embroidered gold detailing

✨ 𝐄𝐱𝐩𝐥𝐨𝐫𝐞 𝐚𝐧𝐝 𝐬𝐡𝐨𝐩 𝐭𝐡𝐢𝐬 𝐥𝐨𝐨𝐤 𝐧𝐨𝐰 𝐚𝐭 𝐛𝐡𝐮𝐭𝐢𝐛.𝐜𝐨𝐦

Your next favorite outfit is just a click away! 💫

#Bhutib #ShopBhutib #NepaliFashion #EthnicElegance #VelvetBlouse #NepaliStyle #NepaliClothing #NepaliWear #TraditionalMeetsTrendy #NepaliDesign #EthnicChic #DesiVibes #CulturalStyle #NepaliWomenFashion #HandcraftedWithLove #VelvetVibes #LuxuryInDetails #EthnicOutfitGoals #FashionWithHeritage #NepaliDesignerWear #FestiveFashion","BHUTIB","bhutibofficial","https://www.instagram.com/p/DSflkwPEvIU/","0","","1","2025-12-20T17:24:34.000Z",,"Bhutib","ShopBhutib","NepaliFashion","EthnicElegance","VelvetBlouse","NepaliStyle","NepaliClothing","NepaliWear","TraditionalMeetsTrendy","NepaliDesign","EthnicChic","DesiVibes","CulturalStyle","NepaliWomenFashion","HandcraftedWithLove","VelvetVibes","LuxuryInDetails","EthnicOutfitGoals","FashionWithHeritage","NepaliDesignerWear","FestiveFashion",,,,,,
