platform,phase,text,likes,comments,shares,views,date,text_clean,text_lower,is_fashion,language,fashion_category,engagement_score
Instagram,Phase2,"#Nepalioutfitcheck #Nepal ko chori ……….#sabay bhai boini lay namaskar gorda chuu …. #aasa cha tapae Haru ramro hunu huncho ………. 
#likecomentshereandfollow_____________________________❤️✨🧿👀 
#nepali_instagrammers #nepalisong❤️ #myfavoritesong",252,47,0,0,2025-09-16 08:12:46+00:00,#Nepalioutfitcheck #Nepal ko chori ……….#sabay bhai boini lay namaskar gorda chuu …. #aasa cha tapae Haru ramro hunu huncho ………. #likecomentshereandfollow_____________________________❤️✨🧿👀 #nepali_instagrammers #nepalisong❤️ #myfavoritesong,#nepalioutfitcheck #nepal ko chori ……….#sabay bhai boini lay namaskar gorda chuu …. #aasa cha tapae haru ramro hunu huncho ………. #likecomentshereandfollow_____________________________❤️✨🧿👀 #nepali_instagrammers #nepalisong❤️ #myfavoritesong,True,English,General Fashion,0.02418
Instagram,Phase2,"✨ 𝐄𝐥𝐞𝐠𝐚𝐧𝐜𝐞 𝐫𝐨𝐨𝐭𝐞𝐝 𝐢𝐧 𝐜𝐮𝐥𝐭𝐮𝐫𝐞.
Confidence woven in cotton.
Step into the timeless beauty of the 𝐆𝐮𝐫𝐮𝐧𝐠 𝐏𝐡𝐚𝐫𝐢𝐚/𝐋𝐮𝐧𝐠𝐢 𝐖𝐫𝐚𝐩 𝐒𝐤𝐢𝐫𝐭 — a classic worn proudly by Nepali Gurung women.
Soft, breathable, and beautifully patterned, this wrap skirt brings heritage into everyday style. 💚

𝐄𝐱𝐩𝐥𝐨𝐫𝐞 𝐭𝐡𝐞 𝐟𝐮𝐥𝐥 𝐥𝐨𝐨𝐤 & 𝐬𝐡𝐨𝐩 𝐧𝐨𝐰 𝐚𝐭 𝐛𝐡𝐮𝐭𝐢𝐛.𝐜𝐨𝐦— because your wardrobe deserves a touch of tradition. 🌿✨
👇
Tap the link in bio to order today!

#GurungPharia #LungiWrapSkirt #NepaliDress #Bhutib #EthnicWearNepal #NepaliFashion #TraditionalWear #CottonWrapSkirt #NepaliWomenStyle #EthnicSkirt #CulturalFashion #NepaliCulture #HandmadeFashion #NepalClothing #WomenWrapSkirt #HeritageFashion #EthnicOutfit #CulturalStyle #BohoSkirt #BohoFashion #SustainableFashionNepal #HandwovenLove #ShopNow #NewArrival #FashionForWomen",0,0,0,0,2025-11-21 18:28:17+00:00,"✨ 𝐄𝐥𝐞𝐠𝐚𝐧𝐜𝐞 𝐫𝐨𝐨𝐭𝐞𝐝 𝐢𝐧 𝐜𝐮𝐥𝐭𝐮𝐫𝐞. Confidence woven in cotton. Step into the timeless beauty of the 𝐆𝐮𝐫𝐮𝐧𝐠 𝐏𝐡𝐚𝐫𝐢𝐚/𝐋𝐮𝐧𝐠𝐢 𝐖𝐫𝐚𝐩 𝐒𝐤𝐢𝐫𝐭 — a classic worn proudly by Nepali Gurung women. Soft, breathable, and beautifully patterned, this wrap skirt brings heritage into everyday style. 💚 𝐄𝐱𝐩𝐥𝐨𝐫𝐞 𝐭𝐡𝐞 𝐟𝐮𝐥𝐥 𝐥𝐨𝐨𝐤 & 𝐬𝐡𝐨𝐩 𝐧𝐨𝐰 𝐚𝐭 𝐛𝐡𝐮𝐭𝐢𝐛.𝐜𝐨𝐦— because your wardrobe deserves a touch of tradition. 🌿✨ 👇 Tap the link in bio to order today! #GurungPharia #LungiWrapSkirt #NepaliDress #Bhutib #EthnicWearNepal #NepaliFashion #TraditionalWear #CottonWrapSkirt #NepaliWomenStyle #EthnicSkirt #CulturalFashion #NepaliCulture #HandmadeFashion #NepalClothing #WomenWrapSkirt #HeritageFashion #EthnicOutfit #CulturalStyle #BohoSkirt #BohoFashion #SustainableFashionNepal #HandwovenLove #ShopNow #NewArrival #FashionForWomen","✨ 𝐄𝐥𝐞𝐠𝐚𝐧𝐜𝐞 𝐫𝐨𝐨𝐭𝐞𝐝 𝐢𝐧 𝐜𝐮𝐥𝐭𝐮𝐫𝐞. confidence woven in cotton. step into the timeless beauty of the 𝐆𝐮𝐫𝐮𝐧𝐠 𝐏𝐡𝐚𝐫𝐢𝐚/𝐋𝐮𝐧𝐠𝐢 𝐖𝐫𝐚𝐩 𝐒𝐤𝐢𝐫𝐭 — a classic worn proudly by nepali gurung women. soft, breathable, and beautifully patterned, this wrap skirt brings heritage into everyday style. 💚 𝐄𝐱𝐩𝐥𝐨𝐫𝐞 𝐭𝐡𝐞 𝐟𝐮𝐥𝐥 𝐥𝐨𝐨𝐤 & 𝐬𝐡𝐨𝐩 𝐧𝐨𝐰 𝐚𝐭 𝐛𝐡𝐮𝐭𝐢𝐛.𝐜𝐨𝐦— because your wardrobe deserves a touch of tradition. 🌿✨ 👇 tap the link in bio to order today! #gurungpharia #lungiwrapskirt #nepalidress #bhutib #ethnicwearnepal #nepalifashion #traditionalwear #cottonwrapskirt #nepaliwomenstyle #ethnicskirt #culturalfashion #nepaliculture #handmadefashion #nepalclothing #womenwrapskirt #heritagefashion #ethnicoutfit #culturalstyle #bohoskirt #bohofashion #sustainablefashionnepal #handwovenlove #shopnow #newarrival #fashionforwomen",True,English,Traditional/Ethnic,0.0
Instagram,Phase2,"Minimal looks, maximum ease.
📍 Location - Durbarmarg, kathmandu
🚚 Delivery all over Nepal available!

#WeekendVibes #NepaliFashion #NepalOOTD #ComfyAndChic #BalenoStyle #EffortlessStyle #NepaliWomenStyle #NepaliOOTD #WeekendVibes #ComfyAndChic #NepalStyle #BalenoStyle #EffortlessLook #NepaliWomenStyle #WeekendStyle #NepaliFashion #NepalOOTD #CasualChic",0,0,0,0,2025-11-13 08:01:28+00:00,"Minimal looks, maximum ease. 📍 Location - Durbarmarg, kathmandu 🚚 Delivery all over Nepal available! #WeekendVibes #NepaliFashion #NepalOOTD #ComfyAndChic #BalenoStyle #EffortlessStyle #NepaliWomenStyle #NepaliOOTD #WeekendVibes #ComfyAndChic #NepalStyle #BalenoStyle #EffortlessLook #NepaliWomenStyle #WeekendStyle #NepaliFashion #NepalOOTD #CasualChic","minimal looks, maximum ease. 📍 location - durbarmarg, kathmandu 🚚 delivery all over nepal available! #weekendvibes #nepalifashion #nepalootd #comfyandchic #balenostyle #effortlessstyle #nepaliwomenstyle #nepaliootd #weekendvibes #comfyandchic #nepalstyle #balenostyle #effortlesslook #nepaliwomenstyle #weekendstyle #nepalifashion #nepalootd #casualchic",True,English,Western/Casual,0.0
Instagram,Phase2,"Because beauty always starts from within. ✨
#TheEthnicStop #EverydayElegance #NepaliWomenStyle",3,0,0,0,2025-11-06 19:12:50+00:00,Because beauty always starts from within. ✨ #TheEthnicStop #EverydayElegance #NepaliWomenStyle,because beauty always starts from within. ✨ #theethnicstop #everydayelegance #nepaliwomenstyle,True,English,Traditional/Ethnic,0.00011999999999999999
Instagram,Phase2,"Minimal looks, maximum ease.

#WeekendVibes #NepaliFashion #NepalOOTD #ComfyAndChic #BalenoStyle #EffortlessStyle #NepaliWomenStyle #NepaliOOTD #WeekendVibes #ComfyAndChic #NepalStyle #BalenoStyle #EffortlessLook #NepaliWomenStyle #WeekendStyle #NepaliFashion #NepalOOTD #CasualChic #BalenoStyle #NepaliWomenStyle #EffortlessStyle",2,1,0,0,2025-09-12 15:04:24+00:00,"Minimal looks, maximum ease. #WeekendVibes #NepaliFashion #NepalOOTD #ComfyAndChic #BalenoStyle #EffortlessStyle #NepaliWomenStyle #NepaliOOTD #WeekendVibes #ComfyAndChic #NepalStyle #BalenoStyle #EffortlessLook #NepaliWomenStyle #WeekendStyle #NepaliFashion #NepalOOTD #CasualChic #BalenoStyle #NepaliWomenStyle #EffortlessStyle","minimal looks, maximum ease. #weekendvibes #nepalifashion #nepalootd #comfyandchic #balenostyle #effortlessstyle #nepaliwomenstyle #nepaliootd #weekendvibes #comfyandchic #nepalstyle #balenostyle #effortlesslook #nepaliwomenstyle #weekendstyle #nepalifashion #nepalootd #casualchic #balenostyle #nepaliwomenstyle #effortlessstyle",True,English,Western/Casual,0.00037999999999999997
Instagram,Phase2,"Weekends are for cozy fits and zero plans 
Your favorites, now at 20%–70% off. Grab them before they’re gone!

#NepaliOOTD #WeekendVibes #ComfyAndChic #NepalStyle #BalenoStyle #EffortlessLook #NepaliWomenStyle #WeekendStyle #NepaliFashion #NepalOOTD #EverydayEssentials #NepaliWomenStyle #CasualChic #StyleNepal #NepalStyle #EffortlessLook #BalenoStyle",7,2,0,0,2025-09-02 12:15:07+00:00,"Weekends are for cozy fits and zero plans Your favorites, now at 20%–70% off. Grab them before they’re gone! #NepaliOOTD #WeekendVibes #ComfyAndChic #NepalStyle #BalenoStyle #EffortlessLook #NepaliWomenStyle #WeekendStyle #NepaliFashion #NepalOOTD #EverydayEssentials #NepaliWomenStyle #CasualChic #StyleNepal #NepalStyle #EffortlessLook #BalenoStyle","weekends are for cozy fits and zero plans your favorites, now at 20%–70% off. grab them before they’re gone! #nepaliootd #weekendvibes #comfyandchic #nepalstyle #balenostyle #effortlesslook #nepaliwomenstyle #weekendstyle #nepalifashion #nepalootd #everydayessentials #nepaliwomenstyle #casualchic #stylenepal #nepalstyle #effortlesslook #balenostyle",True,English,Western/Casual,0.0008799999999999999
Instagram,Phase2,"🌸 Teej Special Offer at Emara! 🌸
This Teej, shine brighter with Emara’s exclusive women’s wear collection.
✔️ Premium Quality
✔️ Trendy & Elegant Designs
✔️ 10–15% OFF on all items
📅 Hurry! Offer valid till 28th August
📍 Emara Clothing – Kathmandu
📩 DM us to order online

.

.

.

.

.

.

#instagram #instagood #insta #instareel #réel #explore #explorepage *+ #explorer #reelinstagram
#happy #sadmoments #ReelStar #ExploreMore #ReelsTrend #ViralVideo #TrendingToday #SocialBuzz #InstaMagic #BoomReels
#EmaraClothing #TeejOffer #KathmanduFashion #NepaliWomenStyle #Teej2025 #TeejCollection #NepalFashion #EmaraStyle #KathmanduClothing #NepaliWomen #teejoutfit",22,0,0,0,2025-08-24 13:00:57+00:00,"🌸 Teej Special Offer at Emara! 🌸 This Teej, shine brighter with Emara’s exclusive women’s wear collection. ✔️ Premium Quality ✔️ Trendy & Elegant Designs ✔️ 10–15% OFF on all items 📅 Hurry! Offer valid till 28th August 📍 Emara Clothing – Kathmandu 📩 DM us to order online . . . . . . #instagram #instagood #insta #instareel #réel #explore #explorepage *+ #explorer #reelinstagram #happy #sadmoments #ReelStar #ExploreMore #ReelsTrend #ViralVideo #TrendingToday #SocialBuzz #InstaMagic #BoomReels #EmaraClothing #TeejOffer #KathmanduFashion #NepaliWomenStyle #Teej2025 #TeejCollection #NepalFashion #EmaraStyle #KathmanduClothing #NepaliWomen #teejoutfit","🌸 teej special offer at emara! 🌸 this teej, shine brighter with emara’s exclusive women’s wear collection. ✔️ premium quality ✔️ trendy & elegant designs ✔️ 10–15% off on all items 📅 hurry! offer valid till 28th august 📍 emara clothing – kathmandu 📩 dm us to order online . . . . . . #instagram #instagood #insta #instareel #réel #explore #explorepage *+ #explorer #reelinstagram #happy #sadmoments #reelstar #exploremore #reelstrend #viralvideo #trendingtoday #socialbuzz #instamagic #boomreels #emaraclothing #teejoffer #kathmandufashion #nepaliwomenstyle #teej2025 #teejcollection #nepalfashion #emarastyle #kathmanduclothing #nepaliwomen #teejoutfit",True,English,Traditional/Ethnic,0.0008800000000000001
Instagram,Phase2,"💃 यस तीजलाई अझै रंगीन बनाउनका लागि ल्याएका छौं Special Kurtha Suruwal Collection — आधुनिक डिजाइन र प्रिमियम क्वालिटीसहित।
📍 स्थान: मणिग्राम ४ नं.
📦 सम्पूर्ण नेपालभर डेलिभरी उपलब्ध 🚚

📱 अर्डर गर्न:
WhatsApp: 9708023999 / 9766711025
TikTok: didi.baini.thread
Instagram: @didibainithreads

✨ तीजमा सौन्दर्य, स्टाइल र आत्मविश्वासको पहिचान — यही हो Didi Baini Threads ✨ #DidiBainiThreads #TeejSpecial #KurthaSuruwal #NepaliFashion #SisterhoodInStyle #Teej2025 #TeejOutfit #NepaliKurtha #NepaliSuruwal #NepaliEthnicWear #PremiumQualityDress #StyleWithLove #DidiBainiStyle #NepalDelivery #AllOverNepal #FestiveVibes #TeejReady #TeejDressCollection #ManigramFashion #NepaliCulture #FashionOfNepal #NepaliWomenStyle #EthnicVibes #TeejLook #KurthaLove #NepalKurthaSuruwal #TeejCelebration #MadeInNepal #TeejMood #FestiveStyleNepal",9,0,0,0,2025-08-15 02:36:54+00:00,"💃 यस तीजलाई अझै रंगीन बनाउनका लागि ल्याएका छौं Special Kurtha Suruwal Collection — आधुनिक डिजाइन र प्रिमियम क्वालिटीसहित। 📍 स्थान: मणिग्राम ४ नं. 📦 सम्पूर्ण नेपालभर डेलिभरी उपलब्ध 🚚 📱 अर्डर गर्न: WhatsApp: 9708023999 / 9766711025 TikTok: didi.baini.thread Instagram: ✨ तीजमा सौन्दर्य, स्टाइल र आत्मविश्वासको पहिचान — यही हो Didi Baini Threads ✨ #DidiBainiThreads #TeejSpecial #KurthaSuruwal #NepaliFashion #SisterhoodInStyle #Teej2025 #TeejOutfit #NepaliKurtha #NepaliSuruwal #NepaliEthnicWear #PremiumQualityDress #StyleWithLove #DidiBainiStyle #NepalDelivery #AllOverNepal #FestiveVibes #TeejReady #TeejDressCollection #ManigramFashion #NepaliCulture #FashionOfNepal #NepaliWomenStyle #EthnicVibes #TeejLook #KurthaLove #NepalKurthaSuruwal #TeejCelebration #MadeInNepal #TeejMood #FestiveStyleNepal","💃 यस तीजलाई अझै रंगीन बनाउनका लागि ल्याएका छौं special kurtha suruwal collection — आधुनिक डिजाइन र प्रिमियम क्वालिटीसहित। 📍 स्थान: मणिग्राम ४ नं. 📦 सम्पूर्ण नेपालभर डेलिभरी उपलब्ध 🚚 📱 अर्डर गर्न: whatsapp: 9708023999 / 9766711025 tiktok: didi.baini.thread instagram: ✨ तीजमा सौन्दर्य, स्टाइल र आत्मविश्वासको पहिचान — यही हो didi baini threads ✨ #didibainithreads #teejspecial #kurthasuruwal #nepalifashion #sisterhoodinstyle #teej2025 #teejoutfit #nepalikurtha #nepalisuruwal #nepaliethnicwear #premiumqualitydress #stylewithlove #didibainistyle #nepaldelivery #allovernepal #festivevibes #teejready #teejdresscollection #manigramfashion #nepaliculture #fashionofnepal #nepaliwomenstyle #ethnicvibes #teejlook #kurthalove #nepalkurthasuruwal #teejcelebration #madeinnepal #teejmood #festivestylenepal",True,Nepali,Traditional/Ethnic,0.00036
Instagram,Phase2,"Tradition, elegance & a little bit of magic. ✨
#shotbykrishna #wedding #nepalibride #kathmanduphotography #photographers",1,0,0,0,2026-06-02 08:52:56+00:00,"Tradition, elegance & a little bit of magic. ✨ #shotbykrishna #wedding #nepalibride #kathmanduphotography #photographers","tradition, elegance & a little bit of magic. ✨ #shotbykrishna #wedding #nepalibride #kathmanduphotography #photographers",True,English,Traditional/Ethnic,4e-05
Instagram,Phase2,"Bananas, coconuts, and love—here’s to the quirkiest, sweetest duo: Prajwal & Samichya. ❤️💕

Couple: @samichya_ @_prajwal_patil Wedding planning & decor: @bowtiehospitality 
Photographer: @sdsstudio 
MUA: @reemaroymakeupstudiomysore 

We take care of all your wedding dreams. To know more, call us at +91 8851452748 / 9606133331

[mysore weddings, Mysore destination wedding, Mysore wedding venue, Nepali bride, Nepali weddings, Nepali brides]

#nepalibride #mysorewedding #mysoredestinationwedding #nepalibrides #destinationweddingideas",-1,1,0,0,2026-06-02 07:56:31+00:00,"Bananas, coconuts, and love—here’s to the quirkiest, sweetest duo: Prajwal & Samichya. ❤️💕 Couple: Wedding planning & decor: Photographer: MUA: We take care of all your wedding dreams. To know more, call us at +91 8851452748 / 9606133331 [mysore weddings, Mysore destination wedding, Mysore wedding venue, Nepali bride, Nepali weddings, Nepali brides] #nepalibride #mysorewedding #mysoredestinationwedding #nepalibrides #destinationweddingideas","bananas, coconuts, and love—here’s to the quirkiest, sweetest duo: prajwal & samichya. ❤️💕 couple: wedding planning & decor: photographer: mua: we take care of all your wedding dreams. to know more, call us at +91 8851452748 / 9606133331 [mysore weddings, mysore destination wedding, mysore wedding venue, nepali bride, nepali weddings, nepali brides] #nepalibride #mysorewedding #mysoredestinationwedding #nepalibrides #destinationweddingideas",True,English,Traditional/Ethnic,0.00026
