"authorMeta.avatar","authorMeta.name","text","diggCount","shareCount","playCount","commentCount","videoMeta.duration","musicMeta.musicName","musicMeta.musicAuthor","musicMeta.musicOriginal","createTimeISO","webVideoUrl"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/bdf90d45b1a001297d349be06d4d3849~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=bfd5f0b8&x-expires=1777471200&x-signature=oBTz6kYQXhVlViTFAIkg9yk9sQ0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","explore_nepal0","Nepali women be looking extra beautiful in their cultural attire 🇳🇵❤️ (part - 3)
#ghaledress #thakalidress #sunuwardress #maithilidress #bishwokarmadress ","26100","610","558400","246","20","original sound","Nepali Sansar 🇳🇵","true","2026-02-16T04:06:26.000Z","https://www.tiktok.com/@explore_nepal0/video/7607309559316761874"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/01bbeb714ac1d6533ec91d586da4a158~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=de1c7147&x-expires=1777471200&x-signature=0gTNqvqY1XE6c1w7r18BalAs%2B6U%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","hamrobhesbhusa","PART-2 all nepali cultural dresses available 😍🙏#buyculturaldressfromhamrobhesbhusa #hamrobhesbhusaimadol #nepaliculturedress #nepalidresswithornaments #nepalidress ","29700","1265","974100","527","21","original sound","Hamrobhesbhusa","true","2026-03-09T06:52:08.000Z","https://www.tiktok.com/@hamrobhesbhusa/video/7615145021557296404"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/bdf90d45b1a001297d349be06d4d3849~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=bfd5f0b8&x-expires=1777471200&x-signature=oBTz6kYQXhVlViTFAIkg9yk9sQ0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","explore_nepal0","Nepali women look extra beautiful in their own cultural dress ❤️🇳🇵✨️#Tamangdress #Newardress #Thakuridress #Tharudress #Sherpadress ","14700","409","298300","133","21","original sound","Nepali Sansar 🇳🇵","true","2026-02-14T12:30:02.000Z","https://www.tiktok.com/@explore_nepal0/video/7606697164617665799"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/a06ec3d03c45418b0f46308238277720~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=9b4aff92&x-expires=1777471200&x-signature=LRCM%2FnAUI%2BB3iBejh1MXCDmggBA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","chloe.chapdelaine","I’ve never felt so welcomed as I have in Nepal. The people are so kind, hospitable, and l’ve loved learning more about Nepalese culture… and how stunning is this clothing 🥹❤️ #nepal #gurung ","819","24","25700","15","23","LATCH SLOWED DOWN",,"true","2024-04-05T01:06:10.000Z","https://www.tiktok.com/@chloe.chapdelaine/video/7354183020900896006"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/bdf90d45b1a001297d349be06d4d3849~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=bfd5f0b8&x-expires=1777471200&x-signature=oBTz6kYQXhVlViTFAIkg9yk9sQ0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","explore_nepal0","Nepali women be looking extra beautiful in their cultural attire! 🇳🇵🫶🏼✨️
#chhetridress #bahundress #gurungdress #magardress #raidress & Limbu dress ","22600","1239","440100","523","24","original sound","Nepali Sansar 🇳🇵","true","2026-02-12T15:02:31.000Z","https://www.tiktok.com/@explore_nepal0/video/7605994298588450055"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/84a58078f7bab7e7366a36801c072112~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=60b3780f&x-expires=1777471200&x-signature=4SAjBfod25vrTUN%2BF1MNDRfjtwM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","bobbaaloverrrrr","Rooted in pure tradition ✨
This Thakali outfit reflects timeless culture, elegance, and heritage in its truest form ❤️
Every detail carries meaning… feeling proud and deeply connected to my roots 🇳🇵 

#nepaliculture #nepalitiktok #nepalistyle #thakali #ethnicwear ","4122","835","29400","158","19","Pure Love (Instrumental)","MAICO","false","2026-03-29T04:05:54.000Z","https://www.tiktok.com/@bobbaaloverrrrr/video/7622523839913774366"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/bdf90d45b1a001297d349be06d4d3849~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=bfd5f0b8&x-expires=1777471200&x-signature=oBTz6kYQXhVlViTFAIkg9yk9sQ0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","explore_nepal0","Proof that Nepali boys look extra better in their cultural attires! there're more than 120 ethnic communities residing in the country 🇳🇵. 

(Plus : We're extremely sorry for those communities whose cultural attire haven't been mentioned in the video, this problem often arises due to the lack of proper and trustable sources, Every audience are free to send their clips on their cultural attire on our D.M without any hesitation, Our team will be glad for the help) 🙏🏻🇳🇵
#Magar #Gurung #Tamang #Kirat #Newar ","2430","90","39900","9","18","original sound","Nepali Sansar 🇳🇵","true","2026-04-12T13:02:37.000Z","https://www.tiktok.com/@explore_nepal0/video/7627857418449374471"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/e1b83e30ab273b8f0cbf41d837cab49b~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=3fc69e84&x-expires=1777471200&x-signature=FGoTkmHb26%2FY53tOFqYd46K9nOs%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","silviasherpa","TRYING ON NEPALI TRADITIONAL DRESSES!! For educational purposes tyvm #nepal #nepalitiktok #nepali #nepaligirl #nepaltiktok ","1143","44","21700","21","67","original sound","silviasherpa","true","2025-11-13T16:50:24.000Z","https://www.tiktok.com/@silviasherpa/video/7572253304206511390"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/936b2057586b505f485c3b19356558f1~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=bb072cb5&x-expires=1777471200&x-signature=khJPwq6hPapuWf%2FEomFouZzWMmA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","nirojofficial0682","सबै आआफ्नो संस्कृति पोसाक मा । 
#newar #tamang #Gurung #Sherpa #rai #magar #couple #dresses #culture #nepal #goviral #keepsupporting #foryou #video #viralvideo #tiktok #nepal #keeploving #tamtrang #rai #magar #gurung #newar #viral #couples #video ","33000","2288","686800","1800","17","Behulee (VJ)","Vijay Ghimire","false","2025-07-11T01:42:06.000Z","https://www.tiktok.com/@nirojofficial0682/video/7525633619021335815"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/7337086699954143265~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=4d6d2a51&x-expires=1777471200&x-signature=kQC%2F4aCRogXIIWb8X22czRQK0T4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","sumayaabyishu","#creatorsearchinsights #fypシ゚ #ethnicwear #traditionalwear #sumayaabyishu #bridalwear #bride #luxurybridal #nepalidesigner #nepalibride ","2846","1354","132600","53","16","original sound","Sumayaabyishu","true","2025-06-25T12:38:41.000Z","https://www.tiktok.com/@sumayaabyishu/video/7519865422963903761"
"https://p19-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/02a73a67fc7ebb0aa79c17876fac3d47~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=7059e265&x-expires=1777471200&x-signature=7e3X2k24jhs8m1c04Yt0cP9sEJs%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","nepethnicwears","Newari HakuPatasi set only $55 ✨
Size: 32-44 available 

#hakupatasiinusa #newaridressinusa #newari #newariornamentsinusa #hakupatasi @Ethnic Wears & Accessories💎 @kurthighar_usa ","318","26","11000","6","9","original sound","𝗧𝗮𝗻𝘃𝗶𝗿 𝘀𝗶𝗱𝗱𝗶𝗾𝘂𝗶","true","2026-03-24T14:39:02.000Z","https://www.tiktok.com/@nepethnicwears/video/7620831516683210014"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/68cda834bf748a8197259b0abe680172~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=ac73d89c&x-expires=1777471200&x-signature=%2BTlnmyghXU%2B4H8jyD%2FuuME4dvRQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","anna.runaway","I love experiencing different cultures
This was so special 🇳🇵#nepal #nepali #traditional #outfit #outfitoftheday ","10500","43","96400","331","20","original sound","ALEX PARAS","true","2026-03-20T20:14:52.000Z","https://www.tiktok.com/@anna.runaway/video/7619433856873057558"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/d5f644b3a9f2d123d0c3e9540f763df1~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=844f6861&x-expires=1777471200&x-signature=1w8SpR5v40Tw%2B2WNinVBIN01hsY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","kaliree","#clothingstores #nepalistoreinusa #culturaldress #foryou @The Bipu 😎 @Renu Chhetri Poudel 🇺🇸 @Dasyalee @Ratnatamang63 @Rhythmpurnima🖤 @Kaliree @🇺🇸renugurung🇺🇸 @Rubina dumzon @Everest elegance @Roneela Lama🦢 ","249","102","9790","18","55","Kya Rang Lai Meri Dua Ye Ishq Jane Kese Hova","𝐒𝐀𝐌🇫🇷","true","2026-04-13T23:33:50.000Z","https://www.tiktok.com/@kaliree/video/7628391070665166110"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/80f90f6bc69031dd7a749f72a3734068~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=0102ad95&x-expires=1777471200&x-signature=Ghl8fGv4sLhW9csYDe8yFGVPewo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","sumnima.collection","#sumnimacollectionitahari🛍️ #callforinquiries☎️9804001255🛍️☎️ #nepaliauthenthicwear #Raicultureldress🙏 #keepsupporting ","2335","277","53600","46","28","original sound","limbu लिम्बु","true","2025-12-17T10:04:44.000Z","https://www.tiktok.com/@sumnima.collection/video/7584765691220348178"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/8e0357ca7ecd6e5fb683195afcdc8222~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=e3370e1e&x-expires=1777471200&x-signature=rzkSfHHGodv9XQjnrZhfkDj9f2w%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","aubree.higgins","These pieces deserve their own momentssss #haul #ethnicclothing #nepalhaul #clothinghaul ","38","0","512","2","124","original sound","Anusha Higgins","true","2026-04-07T17:38:07.000Z","https://www.tiktok.com/@aubree.higgins/video/7626072949505772813"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/3ffd39f8a8d1ac6a890f372ff132dba2~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=d9af0d40&x-expires=1777471200&x-signature=pGC4QW4wQHs1QKKAc2o8Fh3nytg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","gongba_bisha","Lhochhar(ल्होछार)Special 2862
Nepali girl in traditional dress 
||
#lhochhar #sonamlhosar #tamang #tamangculture #tamangdress 
~
@GhOsT😼_👻 
•
•
Sonam lhochhar 🐴","163100","2907","3200000","2225","151","original sound","🎼 HYANGLA TAMANG SELO🎼","true","2026-01-23T02:44:05.000Z","https://www.tiktok.com/@gongba_bisha/video/7598382253479038228"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/cc49ccd467ae6f733cbdd51ece2d7b2b~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=e0592c33&x-expires=1777471200&x-signature=cS4BaQdBQAYOzCUmK3ENpCwJI0s%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","tseringla5","Replying to @Sita dhungel 💃 Beautiful ethnic wear for every occasion! @Nana clothing & gift 
#fyp #nepali #traditional #interacialcouple #blessed ","142400","807","1900000","1010","43","original sound","Tseringla","true","2025-09-22T14:11:37.000Z","https://www.tiktok.com/@tseringla5/video/7552915997561343240"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/6333dd2bd59387962a468542334091d8~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=56628506&x-expires=1777471200&x-signature=Krv8XsUBXgK58YXmuxr3S%2Fr8E3I%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","indrenimarket","Chhetri dress will soon be out of stock. Get this dress before you regret❤️ Location: 831 Pascoe Vale Road, Glenroy, Melbourne @Rosy🌹 #chettridress #chhetridress #nepaliculture #limitedinstock #chhetridressavailable #nepalistoreinaustralia #indrenimarket #nepaleseinmelbourne #nepaliinmelbourne #australiawideshipping #onlineshop #nepaleseinaustralia #nepaliinaustralia #melbourneclothingstore #nepaliclothingstore #clothingstoreinaustralia #nepaliclothing #foryoupage #fyp #foryou #fypmelbourne ","3223","513","117500","118","53","Chaubandima Patuki","Astha Raut","false","2025-02-28T09:28:01.000Z","https://www.tiktok.com/@indrenimarket/video/7476399357126888711"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/dc5d13b79fc764832d949f12c6c2042d~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=94bd379d&x-expires=1777471200&x-signature=cCEhs2lnowxA0eVDoNvpQpHme9U%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","basu___editz","Nepali traditional dress🇳🇵🔥
#nepal #culture #top1 #bestdress #fyp #page #foryou #basu___editz ","30900","947","465700","775","17","original sound","Bᴀsᴜ","true","2025-04-21T07:57:49.000Z","https://www.tiktok.com/@basu___editz/video/7495672546549959954"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/1c7558e0fcecc0db41d18074d83402d4~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=396be43d&x-expires=1777471200&x-signature=FVD5oAw8%2FxZiP1FXcjQNqthzMhY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","rushaligurung","happy loshar 2081 💚","14500","1666","487500","78","8","chest pain by malcolm todd","Sir Malcolm Tott | Fan Account","true","2025-01-05T00:25:45.000Z","https://www.tiktok.com/@rushaligurung/video/7456221015639723296"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/e14673f9dc456cca280b79f20e73de72~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=770cf416&x-expires=1777471200&x-signature=tOo5F8PUlvxxZgvzx2wYrZT1ZBk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","__nishhaa__","Kurthi ootd✨ #fyp #shortkurthi #nepali ","6561","525","509300","61","8","LA MuDANZA","Bad Bunny","false","2025-10-02T02:40:20.000Z","https://www.tiktok.com/@__nishhaa__/video/7556448660276415775"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/f5552cbea22e08a32cd5c3c426ab7d06~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=383fcabe&x-expires=1777471200&x-signature=zCQvaD92H07wOd8aSyzDCovHFtc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","bulwarkla","Elegance with a touch of comfort in this long stretchable dress 💗

.
.
.
.
.#bulwarkstyle #summercollection #summerfashion 
  #cuteoutfit #ootd #bulwarkoutfits#fashion #inspo #xo #outfits #newcollection #nepal #shoponline #wear #trend #nepaligirls #fashionblogger #model #art #trendingstyle #instagood #xo #fitcheck #newcollection ","3191","809","157500","69","15","original sound","Bulwark","true","2025-03-21T12:46:13.000Z","https://www.tiktok.com/@bulwarkla/video/7484243229504802066"
