"authorMeta.avatar","authorMeta.name","text","diggCount","shareCount","playCount","commentCount","videoMeta.duration","musicMeta.musicName","musicMeta.musicAuthor","musicMeta.musicOriginal","createTimeISO","webVideoUrl"
"https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/ff2b97cb0ce395efbb3424ccc0e5bf5b~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=4621b3f1&x-expires=1777471200&x-signature=V3xiHLCcqN6FmBTzOV2YpYmpSHw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","prathawear","Handwork Saree available in different colors Rs. 1200/- 

#handworksaree #fyppppppppppppppppppppppppppppppppppp #foryoupage #deliveryallovernepal🇳🇵 #prathawear ","8097","1480","287900","140","31","Doko Bunne - From ""Kumari""","Kehar Singh Limbu & Kendra Motion Pictures","false","2026-02-18T13:26:34.000Z","https://www.tiktok.com/@prathawear/video/7608196050469342482"
"https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/8a04b3ea90bf207cb70f3df59685648e~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=977070d2&x-expires=1777471200&x-signature=e%2BQHhPrRs1l3sKnLAzUj5Z257aM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","knoor.np","Radiate elegance in this golden organza sari adorned with intricate zari embroidery. The delicate floral motifs and scalloped borders add a touch of shimmer, making it perfect for festive occasions ✨

#knoornp #fyp #ethnicwear #sareenepal #goviral ","1615","429","61500","9","14","original sound - Nagina Neupane","Nagina Neupane","true","2026-02-18T05:53:28.000Z","https://www.tiktok.com/@knoor.np/video/7608079293641395476"
"https://p19-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/153e69cd9e4f00527d315706867023f6~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=41558d6a&x-expires=1777471200&x-signature=FlLnrwTFuyPBFR4SWQpr%2B8omxKs%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","elegantsaree_by_shanvika","✨ Premium Satin Silk Saree – Timeless Red Elegance ✨

Drape yourself in pure elegance with this premium quality satin silk saree, beautifully crafted with rich zari detailing and a luxurious finish. ❤️
Perfect choice for weddings, receptions, festive occasions & special celebrations.

🔸 Fabric: Premium Satin Silk
🔸 Design: Heavy Zari Work with Elegant Border
🔸 Color: Royal Red
🔸 Quality: Export / Premium Finish
🔸 Price: Rs. 5,299 only

📍 Available at: Shanvika Elegance
📞 For order & inquiry: Inbox / Call / WhatsApp
🚚 All Nepal & Out of Valley Shipping Available

✨ Limited stock available – Book yours now before it’s gone!
#satinsilksaree #premiumsareenepal #luxurysaree #weddingsaree #bridalsaree ","2733","1060","196100","37","18","original sound","M̶o̶h̶a̶m̶e̶d̶ ̶r̶a̶a̶i̶f̶","true","2026-01-17T05:24:29.000Z","https://www.tiktok.com/@elegantsaree_by_shanvika/video/7596197060894838037"
"https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/facd26156b176bb79cbb25e636671d50~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=e82ec4c8&x-expires=1777471200&x-signature=N1ditNY1YjaIn9cTvMcrGFWnQPY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","namobinayaksaree","+977 9825963992/ +977 9827964636 cash on delivery hudaina  🙏  #sareenepal #nepalitiktok #nepalireels #tiktoknepal#jhapalimuser                          ","8267","1498","178900","92","35","original sound","kamalkc✅","true","2025-08-14T14:19:47.000Z","https://www.tiktok.com/@namobinayaksaree/video/7538445781754203412"
"https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/063c37455ef0d278e6330368cfdfee62~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=979d99d4&x-expires=1777471200&x-signature=e7EWQc8YCwtLqvD4Gig7uBGrtFM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","muceofficial","Christmas Sale December. Pre draped sarees. 

#muce #ethnicoutfit #ethnicwear #weddingwear #designersuit #weddinglehenga #blousedesigns #traditionaldresses #kurtisset #traditionalwear #partywearsuits #blousedesign #bridesmaids #outfitinspiration #nepalibride #nepalfashion #nepaliwedding #lehengasareesonlineshopping #mucedesigns #muceofficial #lehengaonlineshopuk #indianoutfit #folkstone#kent #drapesaree #trending #tiktok #fyp ","29900","8170","1800000","533","25","Vlog ・ Chill out in the lounge at night(1279860)","Ninja Muzik Tokyo","false","2024-12-06T11:53:56.000Z","https://www.tiktok.com/@muceofficial/video/7445265750819867921"
"https://p16-common-sign.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/4361b7b48dfa90a25798f6ad7f2d9d5c~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=2a0957c9&x-expires=1777471200&x-signature=OLYOkkrUGr1isdKQOs8NVzI0hbE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","naarisringaar","Softener floral design #engagement saree#wedding season#worldwide#asians#naarisringaar #nepal ","17700","2237","590800","177","29","Mera Dil Bhi Kitna Pagal Hai - Recreated Version","Stebin Ben","false","2025-01-31T04:33:26.000Z","https://www.tiktok.com/@naarisringaar/video/7465933060920364295"
"https://p16-common-sign.tiktokcdn-eu.com/tos-useast2a-avt-0068-euttp/d2880d626dc548c79a07fb2d2dbbdcf6~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=9e01c659&x-expires=1777471200&x-signature=ErNRXVh%2BoxR%2BWqbofFqhvTDQ0s0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","zyre.exclusive","“BANARASI SATIN KATAN SILK SAREE WITH GOLD ZARI”
#sareenepal #banarasisaree #bridalsaree #nepalibride #sari ","51","2","1481","0","38","original sound","Bandhan Studio","true","2026-04-23T13:29:49.000Z","https://www.tiktok.com/@zyre.exclusive/video/7631946350921403668"
"https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/95c341cb1d8c7d55db24d3a98d5cd3d0~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=7b08cb32&x-expires=1777471200&x-signature=%2FRxP%2BOtTI5tXzdvymrN8fq58jYA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","sumayaa_collectio","online shopping nepal
saree collection Nepal 🙏✅
hight quality saree video post ✅🙏 all over Nepal home 🏡 delivery available 🚚 offer price only 800/-
#trending #video #post 
#fyp #foryoupage ","12200","3392","408800","131","9","Kudmayi Chill Lofi","Sachet Tandon & Mann Taneja","false","2025-09-17T01:37:53.000Z","https://www.tiktok.com/@sumayaa_collectio/video/7550866334121217287"
"https://p16-common-sign.tiktokcdn-eu.com/tos-maliva-avt-0068/7fa8a676b2a503455ee73148b97f2d3e~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=417c6ac2&x-expires=1777471200&x-signature=SFCYP4FptdFw%2FaVSodHgwVwr1M8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","toshistyleuk","Dm to order! #toshistyleuk #teejsaree #redsaree #nepaliteej #ethnicwear #teejvibes #nepalifestival ","2634","635","141900","76","16","Aayo Teejako Lahar - Kendra Motion Pictures","Melina Rai","false","2025-07-14T17:47:37.000Z","https://www.tiktok.com/@toshistyleuk/video/7526995691432938774"
"https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/9430a9c902af039ae60cd41bc0e5da21~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=d69d4e43&x-expires=1777471200&x-signature=l8HfeWMA7ciGHrPJ7O2TITMhZgM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","laxmi_saree","#हाम्रो साडी र कुर्ताहरू खरिद गर्नका लागि हाम्रो 𝗜𝗻𝘀𝘁𝗮𝗴𝗿𝗮𝗺 मा 𝗠𝗲𝘀𝘀𝗮𝗴𝗲 गर्नुहोस् वा 9840027034 मा 𝐂𝐚𝐥𝐥 / 𝐖𝐡𝐚𝐭𝐬𝐚𝐩𝐩 / 𝐕𝐢𝐛𝐞𝐫 मा हामीसँग सम्पर्क गर्नुहोस्.                                                                                                               .                      .                                                                                                                      #grandsale #goviral  #sareefashion #sareeonlineshopping #sareecollection #newsareecollection #sareeinnepal#sareelove❤️ #sareestyle #goviral #instagramrelss😍relss❤️❤️🌍 #garndsaale#deliveryalloverworld🌎🌎✈️✈️","2915","487","89400","23","19","original sound","Anjali Karn 💫","true","2025-05-08T12:48:23.000Z","https://www.tiktok.com/@laxmi_saree/video/7502055845677518096"
