"authorMeta.avatar","authorMeta.name","text","diggCount","shareCount","playCount","commentCount","videoMeta.duration","musicMeta.musicName","musicMeta.musicAuthor","musicMeta.musicOriginal","createTimeISO","webVideoUrl"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/d1886ee1c2b728d19f0a01cfa7ff51a0~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=df2e2cdf&x-expires=1777471200&x-signature=3odxzX1RcB2lUesjKrllLbL%2By7I%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","gabriella_vigorito","I love this trend 🥹💖🎂🐆 #26thbirthday #cheetahbirthday #gabriellavigorito #birthday #itsanewdawn ","22600","1042","719300","140","15","original sound","bookclubcommunity","true","2026-04-06T00:09:05.000Z","https://www.tiktok.com/@gabriella_vigorito/video/7625431473688022285"
"https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/33c0808ace339a3514cffd1c7ff90c3a~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=1c18a46b&x-expires=1777471200&x-signature=3GRA280vF%2FOqaoOnrNq2rZzhyjk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","cam_mcgr","26 !!! 🎂✨🎉🎈

#birthday #26 #birthdaytransition #birthdayidea @Meshki ","1296","235","43700","23","15","original sound","bookclubcommunity","true","2026-03-08T18:49:15.000Z","https://www.tiktok.com/@cam_mcgr/video/7614958683276987662"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/c2a843fc363922c930754bbc479c952e~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=c1e2dc49&x-expires=1777471200&x-signature=LFptLyhD%2B2Abk8WkHrpqirQRmMg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","sydneyrenayeverhart","time flies when ur having fun ;)🥂🖤✨ #birthdaygirl #birthday #happybirthday #26 #birthdayoutfit ","54100","3358","1100000","286","9","its supposed to be fun turning 26","samcarr","true","2025-12-09T02:15:06.000Z","https://www.tiktok.com/@sydneyrenayeverhart/video/7581675947674340639"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/fe67575fadad86dc426788b802bc7cb4~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=ecf4b81f&x-expires=1777471200&x-signature=9HmMS1asIXWI%2By6UVdNAoJXnDho%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","chloeharting2","more birthday details ⭐️🎉 a little talk through of everything I did :)","27900","2077","148800","95","66","original sound","Markthistop❤️","true","2026-04-01T21:29:40.000Z","https://www.tiktok.com/@chloeharting2/video/7623906086906498335"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/c2c5e944bbb6978743860788dccc84ef~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=533f1cb7&x-expires=1777471200&x-signature=kLscT26oQom11AVkHKom%2BJc7Cr0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","facedbypaola","Happy 26th bday to meeeeee🥳

#birthday #26 #bday ","209","2","1302","33","10","original sound","cinemacloudz","true","2026-04-26T12:20:56.000Z","https://www.tiktok.com/@facedbypaola/video/7633041680265923854"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/855f7490cd3e0ab97e5f6080ea20fd37~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=76bd5830&x-expires=1777471200&x-signature=Sa9fC3EZFHxg6obwurpLNGI%2Bn%2Fc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","nayas_journey","It might seem silly to some, pending my 26th birthday and dreading it. 

all I’m thinking about is how behind I am and that the older I get the faster time is running out 😩❤️‍🩹 

losing people young has really made me realise how precious our time really is, add a touch of neurodivergence and you’ve got one panicked 25 y/o 🫡                         #20something #timesrunningout #adultingstruggles #26in2026 #fypage ","139800","4151","1500000","2734","6","original sound","𝐀𝐄𝐂𝐙𝐑𝐕","true","2026-01-28T11:26:24.000Z","https://www.tiktok.com/@nayas_journey/video/7600372324231171346"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/1c5e3483df7bb4512d6727a3e1b9014f~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=46ac9a93&x-expires=1777471200&x-signature=o1gPAPY50TpNWvkVi52cYqfUq0M%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","divinecreation222","golden era loading 💝 i love being a taurus #taurusszn #taurusgirl #birthdayphotoshoot #26thbirthday #goldenbirthday ","86","0","1099","5","5","Blairs birthday","doseofcare","true","2026-04-26T22:16:14.000Z","https://www.tiktok.com/@divinecreation222/video/7633195231264935198"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7326497382099779589~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=763460a9&x-expires=1777471200&x-signature=Z%2Bgd6EXGmLDLJSb7Sn6FqogC%2BnE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","andrea_yamhure","26 baby!!! Taurus sessonnnn","117","3","1814","3","5","original sound","Meesha🌞","true","2026-04-25T15:44:53.000Z","https://www.tiktok.com/@andrea_yamhure/video/7632723260685208846"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/ac272e594eeee6e73301c56cd948f999~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=f398fea3&x-expires=1777471200&x-signature=2%2FeL2wduwnxoZe9f3seMJg4G10k%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","marifernandaaa_","Gods greatest gift ..👧🏻🤍 #viral #fyp ","3189","145","60400","46","8","Dreaming of you","𝓶𝓲𝓻𝓪𝓷𝓭𝓪🌺","true","2026-02-23T00:21:34.000Z","https://www.tiktok.com/@marifernandaaa_/video/7609849129325448461"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/156c243e044d6816456bf029014b2f98~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=33468646&x-expires=1777471200&x-signature=MrPP4cRNTDNbPqcUSMpgAw5V8yc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","kaittnnicolee","new location unlocked too🩷✨#birthday #transition ","1241","6","27300","30","9","sonido original","ᴜɴ ᴍɪɴᴜᴛᴏ ᴏ ᴍᴀ́s","true","2026-03-29T21:45:33.000Z","https://www.tiktok.com/@kaittnnicolee/video/7622796930715749662"
