"authorMeta.avatar","authorMeta.name","text","diggCount","shareCount","playCount","commentCount","videoMeta.duration","musicMeta.musicName","musicMeta.musicAuthor","musicMeta.musicOriginal","createTimeISO","webVideoUrl"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/5e5f020be74cb405225c9bb9cda61938~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=e5100c53&x-expires=1777471200&x-signature=TZ28NkjeHraNwxvjmyUDng8XNCw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","real.infos3b","Top 10 Beautiful Women's of Nepal 🇳🇵. #viraltiktok #10millionviews #beautifulwoman🥰🥰💓 #creatorsearchinsights #top10list ","9457","368","562700","528","33","original sound","Real info's","true","2025-09-15T04:46:19.000Z","https://www.tiktok.com/@real.infos3b/video/7550172718860176648"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/cada452ec89a1921b1c4cd9877598b41~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=abf107b8&x-expires=1777471200&x-signature=lFZXleB3yJdi3tOZPiElW9roQ6Y%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","dayah.privv","Nepali girls are beautiful #southasian #desigirl #desi #🇳🇵 #ethnicity #fyppp #repost ","29700","3680","703700","296","20","الصوت الأصلي","user93935562283","true","2025-03-25T22:14:51.000Z","https://www.tiktok.com/@dayah.privv/video/7485874108383644950"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/e2985f8d7d4b2a8e0f9379f94503f89d~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=19ac707b&x-expires=1777471200&x-signature=2lq6IEN4CTksMJV8nRGt2YjEh9M%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","imeaku1","NEPALI GIRLS EDITION 

@Seema__ @Puja K C @Ericka Pathak 🦢🪷 ","585","19","35400","11","7","sonido original","_ussseerr378485939","true","2025-10-26T02:32:25.000Z","https://www.tiktok.com/@imeaku1/video/7565352610409041166"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/c6d3ef6c187590832627e3c7a5237319~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=3a02f972&x-expires=1777471200&x-signature=ttP2QHga%2BUgW5FtEGDRG%2B5lQl4Y%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","nepali.modelshub7","Beautiful @raisasya2 ❤️ ❤️ 
Follow her ❤️

Follow us 💘

Kindly DM for credits/removal 😊
 

#nepaligirl #nepalibeautiful #nepalisong #viral #reels","674","121","32000","20","14","original sound","nepali.modelshub","true","2026-02-22T15:03:48.000Z","https://www.tiktok.com/@nepali.modelshub7/video/7609705460312165653"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/c6d3ef6c187590832627e3c7a5237319~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=3a02f972&x-expires=1777471200&x-signature=ttP2QHga%2BUgW5FtEGDRG%2B5lQl4Y%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","nepali.modelshub7","Beautiful ❤️❤️❤️
Follow her 💓
Follow us 💘

Kindly DM for credits/removal 😊
 

#nepaligirl #nepalibeautiful #nepalisong #viral #reels #fyp #explore #beautifulgirl #nepali","2299","74","120400","31","13","original sound","nepali.modelshub","true","2025-06-16T15:06:45.000Z","https://www.tiktok.com/@nepali.modelshub7/video/7516563854135020807"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/c6d3ef6c187590832627e3c7a5237319~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=3a02f972&x-expires=1777471200&x-signature=ttP2QHga%2BUgW5FtEGDRG%2B5lQl4Y%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","nepali.modelshub7","Beautiful 🤩❤️ 
Follow her 💓
Follow us 💘

Kindly DM for credits/removal 😊
 

#nepaligirl #nepalibeautiful #nepalisong #viral #reels #fyp #explore ","2714","229","127100","87","14","original sound","nepali.modelshub","true","2025-07-15T15:16:05.000Z","https://www.tiktok.com/@nepali.modelshub7/video/7527327734893186322"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/85860dc012d1cc637f7913ef5f86abb1~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=3d2fe9c7&x-expires=1777471200&x-signature=SRZeuTDLCd%2B0%2FKguMr6DwFaIS3o%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","sonalidahal","How cute are we? Also how is it already almost over??? 😭😭😭😭 

#nepaliwomen #nepaliwedding #fyp ","3249","107","98100","36","15","nhạc nền - Dưa hấu không đường","Dưa hấu không đường","true","2026-03-02T11:01:54.000Z","https://www.tiktok.com/@sonalidahal/video/7612611445133495582"
"https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/60156a454f6932a41877132a1db2cd3a~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=d1ee9cd4&x-expires=1777471200&x-signature=d46K6G1TljW05e4Z3VeW8XO5Lys%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","rabinagurung_00","#fyppppppppppppppppppppppp🤪#nepaligirl✌️#harrisburg#usa🇺🇸 ","3244","113","74000","88","15","Alibi","Sevdaliza & Pabllo Vittar & Yseult","false","2024-08-10T23:23:52.000Z","https://www.tiktok.com/@rabinagurung_00/video/7401655542340472107"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7c3dd01cd1b08ed3a8d1632cc855c42e~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=28f305f8&x-expires=1777471200&x-signature=LX%2FWvnAk5ttUxCfWkp%2BViEIWMKc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","maya.vc38","vc available🥵
#vc #vclive #vcnepaligirl #vcgirl #vcgirlnepal ","1032","35","13300","68","13","bachidintheyojawani","Bijeta chaudhary🦋","true","2026-03-20T04:47:35.000Z","https://www.tiktok.com/@maya.vc38/video/7619194858615606548"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/ccbf88bb83c42b0be42eb0e9078f4dfe~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=ec6d1815&x-expires=1777471200&x-signature=Gh3F%2BqPkyKWUjCO9eYqPoCFLQAw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","refreshments8","BLUE is 💙💙💙 #foryoupage #foryou #nepaligirl #nepalitiktok #fyppppppppppppppppppppppp ","1449","182","95800","32","12","original sound","Refreshments 😎","true","2025-11-23T12:17:50.000Z","https://www.tiktok.com/@refreshments8/video/7575893952012832020"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/fccd1a7ed120c0c5c4a23833d9e3f7c2~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=39a4f9df&x-expires=1777471200&x-signature=67HzOIf5BzRluh2iYGP7fl1VZMk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","stranger_9k0","Nepali baddie😁❤️#fyppppppppppppppppppppppp #hd #goviral ","39100","4794","429500","495","15","original sound","TickTrend","true","2025-10-04T11:02:55.000Z","https://www.tiktok.com/@stranger_9k0/video/7557320397885017362"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/fc41272f8a39726bb6592a9f1ee9ae46~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=1abf3185&x-expires=1777471200&x-signature=fdY%2BXdR1fn9%2BJ3jtsxj8gmxSvGs%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","_itssriii","One meetup and 100 TikTok videos 💅@jenishatamang #fyp #nepaligirls ","6044","826","95100","29","14","original sound","JAMESY.UPDATES (OFFICIAL)","true","2026-02-17T18:53:26.000Z","https://www.tiktok.com/@_itssriii/video/7607909216254315798"
