"authorMeta.avatar","authorMeta.name","text","diggCount","shareCount","playCount","commentCount","videoMeta.duration","musicMeta.musicName","musicMeta.musicAuthor","musicMeta.musicOriginal","createTimeISO","webVideoUrl"
"https://p19-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/1c6036d26f857aff5f97746e2c4887fd~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=f89b12c4&x-expires=1780563600&x-signature=%2F6iIIhFPWpBIapl3v2JYAgeYzgw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","tay.m1235","Quick grwm for work :) #grwm #morningroutine #skincare #makeup","424800","2068","2900000","2175","32","Intimidated","KAYTRANADA","false","2022-01-07T15:52:20.000Z","https://www.tiktok.com/@tay.m1235/video/7050492633889705262"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/597d1ca416c1eec514b88d21bc30c361~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=d51864f5&x-expires=1780563600&x-signature=aNWGP%2FSx6y86qRS50gKBt2FZsmc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","emma.in.lace","Reply to @sm0lbunni Getting dressed in all my Victorian layers! #historicalfashion #victorian #cottagecore #fy #magic #grwm #getdressedwithme #fyp","3300000","26200","18900000","23000","58","Mia & Sebastian's Theme","Kim Bo","false","2021-12-02T02:04:45.000Z","https://www.tiktok.com/@emma.in.lace/video/7036920300902157574"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/1b7d67ec13bd9f6b179893b8dac1ea7b~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=a6fa2291&x-expires=1780563600&x-signature=c03q2gQ0VFJdxz8t7zijVBdGis4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","_sexy.dinosaur_","GRWM 🙂 #DisneyPlusVoices #boostofhope #fypシ #EveryKiss #StepandFlex","3100000","22400","15500000","27800","60","Hrs and Hrs","Muni Long","false","2022-01-08T01:36:05.000Z","https://www.tiktok.com/@_sexy.dinosaur_/video/7050643060425968943"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/ab4388c6c5cdf15228854bce81513a50~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=a712c14e&x-expires=1780563600&x-signature=5x%2BU5BLplk4d1LOcd97o7QIZnq4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","no_limbs_","Blue baby 💙🦋 #greenscreen #makeup #makeuptutorial #makeuproutine #grwm #fyp #onesizebeauty #viral @patrickstarrr @onesize","538300","8295","4900000","6303","26","Gonna Bleach My Eyebrows","ALEMEDA","false","2021-12-14T18:54:03.000Z","https://www.tiktok.com/@no_limbs_/video/7041633414646287663"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/a82dbc8990da3fd06c2d0dc65e865601~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=a4f6e818&x-expires=1780563600&x-signature=hCRJnE%2F9DmNwm2LM9rWH7HFToa4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","reba","Get ready with me, tour edition!#GRWM #Reba #Glam #Fancy","344300","4341","2600000","7186","44","Why Haven't I Heard From You - Dave Audé Remix","Reba McEntire","false","2022-01-21T18:53:55.000Z","https://www.tiktok.com/@reba/video/7055734622843604271"
"https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/b1c65892fe7c74981139130e4ff3541a~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=8675ea2e&x-expires=1780563600&x-signature=D0Tb6VOXLv5HN9e%2FaxEx6UdR8q4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","treedfl","#grwm to present in my one graduate class today #ootd #mensfashion #style #vintage #thrifting","1300000","9963","8400000","3697","59","I Fall in Love Too Easily","Chet Baker","false","2021-12-14T16:31:41.000Z","https://www.tiktok.com/@treedfl/video/7041596723768347951"
"https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/c1a92ec0cbe2b4f6ac961da1c4526561~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=d3fd38ef&x-expires=1780563600&x-signature=pai1T%2FjVF0ofliz8FfO7MoPLgDc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","bexcxmpbell","GRWM date night ✨","34100","93","475400","145","14","boy is mine x streets by altegomusic","ALTÉGO","true","2022-01-10T18:53:51.000Z","https://www.tiktok.com/@bexcxmpbell/video/7051652670783851781"
"https://p19-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/fc37676fe6d659116e69976f6458ec97~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=2c43a245&x-expires=1780563600&x-signature=gCShnrJ8VUM73LaUX%2BJDoKLHo8s%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","jailenegogue_","grwm gym edition 🏋🏽‍♀️ #fyp #foryou #gym #couple","485100","13700","3700000","1595","23","TO THE MOON","JNR CHOI & Sam Tompkins","false","2022-01-10T21:44:04.000Z","https://www.tiktok.com/@jailenegogue_/video/7051696532827131183"
"https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7319144275533365294~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=49aeab60&x-expires=1780563600&x-signature=GRxX4hi%2Bpsn2tEDRQIiwkPl5xaU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","jaegurley","Tonight’s look for free drinks & a meal on behalf of the patriarchy with the girls 💅#grwm #ootd #fashion #nyc Jumpsuit: @Nadine Merabi  🖤","1800000","6122","9200000","4029","70","original sound","Jae Gurley","true","2022-01-10T03:00:44.000Z","https://www.tiktok.com/@jaegurley/video/7051407054237519150"
"https://p19-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/75753382f2fd1959a3e02d7b2f5c4009~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=e84611b8&x-expires=1780563600&x-signature=V2nCoZ0K1xtyG1T9222%2FMqAYAzc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","lookwhoshira","GRWM: Lunch & Family Photos #hairstyle #desi #pakistani #tutorial #grwmroutine","112300","382","1000000","394","128","Say So (Instrumental Version) [Originally Performed by Doja Cat]","Elliot Van Coup","false","2021-12-30T15:04:22.000Z","https://www.tiktok.com/@lookwhoshira/video/7047511586239696175"
